text,text_lower,lemma_lower,part_of_speech
didactic,didactic,didactic,ADJ
version,version,version,NOUN
Code,code,code,PROPN
Ethics,ethics,ethics,PROPN
printed,printed,print,VERB
disseminated,disseminated,disseminate,VERB
presidents,presidents,president,NOUN
Ethics,ethics,ethics,PROPN
Committees,committees,committees,PROPN
Conflict,conflict,conflict,PROPN
Prevention,prevention,prevention,PROPN
Holders,holders,holders,PROPN
ICPs,icps,icp,NOUN
APF,apf,apf,PROPN
foregoing,foregoing,foregoing,NOUN
purpose,purpose,purpose,NOUN
addressing,addressing,address,VERB
international,international,international,ADJ
best,best,good,ADJ
practices,practices,practice,NOUN
field,field,field,NOUN
achieving,achieving,achieve,VERB
better,better,well,ADJ
reception,reception,reception,NOUN
internalization,internalization,internalization,NOUN
public,public,public,ADJ
servants,servants,servant,NOUN
constrained,constrained,constrain,VERB
compliance,compliance,compliance,NOUN
Taking,taking,take,VERB
account,account,account,NOUN
addition,addition,addition,NOUN
diversity,diversity,diversity,NOUN
profiles,profiles,profile,NOUN
identified,identified,identify,VERB
public,public,public,ADJ
service,service,service,NOUN
According,according,accord,VERB
policies,policies,policy,NOUN
austerity,austerity,austerity,NOUN
optimization,optimization,optimization,NOUN
technologies,technologies,technology,NOUN
electronic,electronic,electronic,ADJ
version,version,version,NOUN
version,version,version,NOUN
generated,generated,generate,VERB
dependence,dependence,dependence,NOUN
entity,entity,entity,NOUN
productive,productive,productive,ADJ
state,state,state,NOUN
State,state,state,PROPN
aptitude,aptitude,aptitude,NOUN
carrying,carrying,carry,VERB
corresponding,corresponding,corresponding,ADJ
socialization,socialization,socialization,NOUN
public,public,public,ADJ
servants,servants,servant,NOUN
Guide,guide,guide,VERB
preparation,preparation,preparation,NOUN
updating,updating,updating,NOUN
Code,code,code,PROPN
Conduct,conduct,conduct,PROPN
April,april,april,PROPN
Guide,guide,guide,PROPN
Preparation,preparation,preparation,PROPN
Update,update,update,PROPN
Code,code,code,PROPN
Conduct,conduct,conduct,PROPN
Dependencies,dependencies,dependencies,PROPN
Entities,entities,entities,PROPN
Federal,federal,federal,PROPN
Public,public,public,PROPN
Administration,administration,administration,PROPN
issued,issued,issue,VERB
productive,productive,productive,ADJ
companies,companies,company,NOUN
State,state,state,PROPN
served,served,serve,VERB
frame,frame,frame,NOUN
reference,reference,reference,NOUN
guide,guide,guide,VERB
elaboration,elaboration,elaboration,NOUN
respective,respective,respective,ADJ
code,code,code,NOUN
conduct,conduct,conduct,NOUN
institutions,institutions,institution,NOUN
observe,observe,observe,VERB
public,public,public,ADJ
servants,servants,servant,NOUN
public,public,public,ADJ
entity,entity,entity,NOUN
question,question,question,NOUN
important,important,important,ADJ
note,note,note,VERB
guiding,guiding,guide,VERB
document,document,document,NOUN
provides,provides,provide,VERB
preparation,preparation,preparation,NOUN
Code,code,code,PROPN
Conduct,conduct,conduct,PROPN
Dependencies,dependencies,dependencies,PROPN
Entities,entities,entities,PROPN
Productive,productive,productive,PROPN
Companies,companies,companies,PROPN
State,state,state,PROPN
align,align,align,VERB
mission,mission,mission,NOUN
vision,vision,vision,NOUN
specific,specific,specific,ADJ
attributions,attributions,attribution,NOUN
ethical,ethical,ethical,ADJ
risks,risks,risk,NOUN
areas,areas,area,NOUN
identified,identified,identify,VERB
susceptible,susceptible,susceptible,ADJ
order,order,order,NOUN
achieve,achieve,achieve,VERB
unique,unique,unique,ADJ
identity,identity,identity,NOUN
tool,tool,tool,NOUN
Las,las,las,PROPN
public,public,public,ADJ
servants,servants,servant,NOUN
contribute,contribute,contribute,VERB
identification,identification,identification,NOUN
appropriation,appropriation,appropriation,NOUN
public,public,public,ADJ
servants,servants,servant,NOUN
institution,institution,institution,NOUN
certainty,certainty,certainty,NOUN
behavior,behavior,behavior,NOUN
observed,observed,observe,VERB
submitted,submitted,submit,VERB
daily,daily,daily,ADJ
work,work,work,NOUN
guide,guide,guide,VERB
ethical,ethical,ethical,ADJ
judgment,judgment,judgment,NOUN
decision,decision,decision,NOUN
making,making,making,NOUN
difficult,difficult,difficult,ADJ
complex,complex,complex,ADJ
situations,situations,situation,NOUN
presented,presented,present,VERB
performance,performance,performance,NOUN
employment,employment,employment,NOUN
position,position,position,NOUN
commission,commission,commission,NOUN
prevent,prevent,prevent,NOUN
measures,measures,measure,NOUN
recommendations,recommendations,recommendation,NOUN
updating,updating,updating,NOUN
conflicts,conflicts,conflict,NOUN
interest,interest,interest,NOUN
Acts,acts,act,NOUN
corruption,corruption,corruption,NOUN
general,general,general,ADJ
administrative,administrative,administrative,ADJ
lack,lack,lack,NOUN
framework,framework,framework,NOUN
functions,functions,function,NOUN
inherent,inherent,inherent,ADJ
areas,areas,area,NOUN
risk,risk,risk,NOUN
Reforming,reforming,reform,VERB
combat,combat,combat,NOUN
drugs,drugs,drug,NOUN
Government,government,government,PROPN
Mexico,mexico,mexico,PROPN
promotes,promotes,promote,VERB
change,change,change,NOUN
approach,approach,approach,NOUN
problem,problem,problem,NOUN
addictions,addictions,addiction,NOUN
launched,launched,launch,VERB
National,national,national,PROPN
Addiction,addiction,addiction,PROPN
Prevention,prevention,prevention,PROPN
Strategy,strategy,strategy,PROPN
La,la,la,PROPN
Pazó,pazó,pazó,PROPN
presented,presented,present,VERB
aims,aims,aim,VERB
prevent,prevent,prevent,VERB
reduce,reduce,reduce,VERB
use,use,use,NOUN
psychoactive,psychoactive,psychoactive,ADJ
substances,substances,substance,NOUN
girls,girls,girl,NOUN
children,children,child,NOUN
young,young,young,ADJ
people,people,people,NOUN
focus,focus,focus,NOUN
Gender,gender,gender,PROPN
construction,construction,construction,NOUN
peace,peace,peace,NOUN
following,following,follow,VERB
axes,axes,axis,NOUN
intervention,intervention,intervention,NOUN
Community,community,community,NOUN
social,social,social,ADJ
participation,participation,participation,NOUN
b,b,b,X
Health,health,health,PROPN
c,c,c,NOUN
Wellness,wellness,wellness,NOUN
d,d,d,X
Economic,economic,economic,ADJ
inclusion,inclusion,inclusion,NOUN
e,e,e,NOUN
Urban,urban,urban,ADJ
improvement,improvement,improvement,NOUN
f,f,f,X
Education,education,education,NOUN
sport,sport,sport,NOUN
g,g,g,NOUN
culture,culture,culture,NOUN
communication,communication,communication,NOUN
h,h,h,NOUN
Safety,safety,safety,NOUN
social,social,social,ADJ
cohesion,cohesion,cohesion,NOUN
strategy,strategy,strategy,NOUN
works,works,work,VERB
coordination,coordination,coordination,NOUN
instances,instances,instance,NOUN
Federal,federal,federal,PROPN
Government,government,government,PROPN
state,state,state,NOUN
social,social,social,ADJ
private,private,private,ADJ
sectors,sectors,sector,NOUN
aim,aim,aim,NOUN
building,building,build,VERB
consolidating,consolidating,consolidate,VERB
comprehensive,comprehensive,comprehensive,ADJ
substance,substance,substance,NOUN
prevention,prevention,prevention,NOUN
abuse,abuse,abuse,NOUN
prevention,prevention,prevention,NOUN
policy,policy,policy,NOUN
leaving,leaving,leave,VERB
aside,aside,aside,ADV
attention,attention,attention,NOUN
monitoring,monitoring,monitoring,NOUN
rehabilitation,rehabilitation,rehabilitation,NOUN
immersed,immersed,immerse,VERB
condition,condition,condition,NOUN
avoiding,avoiding,avoid,VERB
criminalization,criminalization,criminalization,NOUN
consuming,consuming,consume,VERB
persons,persons,person,NOUN
guaranteeing,guaranteeing,guarantee,VERB
respect,respect,respect,NOUN
human,human,human,ADJ
rights,rights,right,NOUN
context,context,context,NOUN
following,following,following,NOUN
carried,carried,carry,VERB
National,national,national,PROPN
Commission,commission,commission,PROPN
Addictions,addictions,addictions,PROPN
diagnosis,diagnosis,diagnosis,NOUN
situation,situation,situation,NOUN
drugs,drugs,drug,NOUN
Mexico,mexico,mexico,PROPN
presented,presented,present,VERB
national,national,national,ADJ
level,level,level,NOUN
July,july,july,PROPN
Likewise,likewise,likewise,ADV
coordination,coordination,coordination,NOUN
Secretary,secretary,secretary,PROPN
Health,health,health,PROPN
Mexican,mexican,mexican,PROPN
Observatory,observatory,observatory,PROPN
Drugs,drugs,drug,NOUN
situational,situational,situational,ADJ
diagnoses,diagnoses,diagnosis,NOUN
demand,demand,demand,NOUN
care,care,care,NOUN
drug,drug,drug,NOUN
users,users,user,NOUN
developed,developed,develop,VERB
municipal,municipal,municipal,ADJ
level,level,level,NOUN
Dissemination,dissemination,dissemination,NOUN
different,different,different,ADJ
information,information,information,NOUN
performed,performed,perform,VERB
social,social,social,ADJ
networks,networks,network,NOUN
Hashtag,hashtag,hashtag,PROPN
ComosCucharte,comoscucharte,comoscucharte,PROPN
JumpPorlapaz,jumpporlapaz,jumpporlapaz,PROPN
July,july,july,PROPN
approximate,approximate,approximate,ADJ
scope,scope,scope,NOUN
users,users,user,NOUN
framework,framework,framework,NOUN
International,international,international,PROPN
Day,day,day,PROPN
misuse,misuse,misuse,NOUN
illicit,illicit,illicit,ADJ
drug,drug,drug,NOUN
trafficking,trafficking,trafficking,NOUN
preventive,preventive,preventive,ADJ
actions,actions,action,NOUN
national,national,national,ADJ
level,level,level,NOUN
intensified,intensified,intensify,VERB
benefiting,benefiting,benefit,VERB
people,people,people,NOUN
National,national,national,PROPN
Commission,commission,commission,PROPN
Addictions,addictions,addictions,PROPN
deployed,deployed,deploy,VERB
actions,actions,action,NOUN
reduce,reduce,reduce,VERB
prevalence,prevalence,prevalence,NOUN
alcohol,alcohol,alcohol,NOUN
tobacco,tobacco,tobacco,NOUN
illicit,illicit,illicit,ADJ
drug,drug,drug,NOUN
consumption,consumption,consumption,NOUN
medical,medical,medical,ADJ
specialization,specialization,specialization,NOUN
units,units,unit,NOUN
primary,primary,primary,ADJ
care,care,care,NOUN
centers,centers,center,NOUN
addictions,addictions,addiction,NOUN
located,located,locate,VERB
federative,federative,federative,ADJ
entities,entities,entity,NOUN
units,units,unit,NOUN
mainly,mainly,mainly,ADV
worked,worked,work,VERB
population,population,population,NOUN
years,years,year,NOUN
age,age,age,NOUN
considered,considered,consider,VERB
vulnerable,vulnerable,vulnerable,ADJ
population,population,population,NOUN
consumption,consumption,consumption,NOUN
psychoactive,psychoactive,psychoactive,ADJ
substances,substances,substance,NOUN
December,december,december,PROPN
June,june,june,PROPN
coverage,coverage,coverage,NOUN
reached,reached,reach,VERB
beneficiaries,beneficiaries,beneficiary,NOUN
participated,participated,participate,VERB
prevention,prevention,prevention,NOUN
actions,actions,action,NOUN
timely,timely,timely,ADJ
detection,detection,detection,NOUN
strategies,strategies,strategy,NOUN
screening,screening,screen,VERB
tests,tests,test,NOUN
applied,applied,apply,VERB
basic,basic,basic,ADJ
intermediate,intermediate,intermediate,ADJ
students,students,student,NOUN
students,students,student,NOUN
risk,risk,risk,NOUN
consumption,consumption,consumption,NOUN
psychoactive,psychoactive,psychoactive,ADJ
substances,substances,substance,NOUN
initial,initial,initial,ADJ
consumption,consumption,consumption,NOUN
detected,detected,detect,VERB
attended,attended,attend,VERB
medical,medical,medical,ADJ
specialty,specialty,specialty,NOUN
units,units,unit,NOUN
centers,centers,center,NOUN
Primary,primary,primary,PROPN
care,care,care,VERB
addictions,addictions,addiction,NOUN
request,request,request,VERB
treatment,treatment,treatment,NOUN
people,people,people,NOUN
applied,applied,apply,VERB
treatment,treatment,treatment,NOUN
units,units,unit,NOUN
substance,substance,substance,NOUN
use,use,use,NOUN
treated,treated,treat,VERB
According,according,accord,VERB
impact,impact,impact,NOUN
drug,drug,drug,NOUN
came,came,come,VERB
problems,problems,problem,NOUN
related,related,relate,VERB
alcohol,alcohol,alcohol,NOUN
consumption,consumption,consumption,NOUN
marijuana,marijuana,marijuana,NOUN
consumption,consumption,consumption,NOUN
tobacco,tobacco,tobacco,NOUN
consumption,consumption,consumption,NOUN
methamphetamines,methamphetamines,methamphetamine,NOUN
inhalables,inhalables,inhalable,NOUN
solvents,solvents,solvent,NOUN
cocaine,cocaine,cocaine,NOUN
requested,requested,request,VERB
care,care,care,NOUN
consumption,consumption,consumption,NOUN
psychoactive,psychoactive,psychoactive,ADJ
substances,substances,substance,NOUN
benzodiazepines,benzodiazepines,benzodiazepine,NOUN
opiates,opiates,opiate,NOUN
hallucinogens,hallucinogens,hallucinogen,NOUN
barbiturates,barbiturates,barbiturate,NOUN
addition,addition,addition,NOUN
treatment,treatment,treatment,NOUN
sessions,sessions,session,NOUN
provided,provided,provide,VERB
time,time,time,NOUN
consultations,consultations,consultation,NOUN
corresponds,corresponds,correspond,VERB
contact,contact,contact,NOUN
user,user,user,NOUN
requests,requests,request,VERB
service,service,service,NOUN
Attention,attention,attention,PROPN
Unit,unit,unit,PROPN
units,units,unit,NOUN
carried,carried,carry,VERB
psychoeducational,psychoeducational,psychoeducational,ADJ
workshops,workshops,workshop,NOUN
benefit,benefit,benefit,NOUN
people,people,people,NOUN
girls,girls,girl,NOUN
children,children,child,NOUN
adolescents,adolescents,adolescent,NOUN
mothers,mothers,mother,NOUN
parents,parents,parent,NOUN
teachers,teachers,teacher,NOUN
participated,participated,participate,VERB
